misc/nupdates,misc/total_timesteps,fps,sim_time,train_time,eprewmean,epcostmean,epsuccessmean,epcollisionmean,eppathlengthmean,loss/policy_entropy,loss/policy_loss,loss/value_loss,loss/cost_value_loss
2380,9143040,390,16953.45305967331,6452.610517024994,28.074497,0.5215753059999999,0.98,0.02,17.851853309854864,1.4189385175704956,-0.0004212454477965366,1.0951314410165651,0.08876611516607227
2400,9219840,390,17095.431876420975,6506.571666479111,28.522394,0.540431552,0.984,0.016,18.010830833002924,1.4189385175704956,-0.0016788842811365611,1.4127285301568917,0.059392339519399685
2420,9296640,390,17234.732926607132,6560.3426425457,28.799883,0.49573968599999996,0.996,0.004,18.074344877321273,1.4189385175704956,-0.0010513136687222869,0.9746020621008938,0.0628483652282739
2440,9373440,390,17371.57981657982,6613.639285087585,28.693739,0.500209008,0.996,0.004,18.01214975205064,1.4189385175704956,-0.0010899256325501484,0.06330729480250738,0.054370766739884856
2460,9450240,390,17508.153665304184,6666.6879324913025,29.081367,0.470466404,0.996,0.004,18.30111699527502,1.4189385175704956,-0.001243685634835856,0.05392383991274983,0.04919010071171215
2480,9527040,390,17641.63640356064,6719.282608985901,28.789394,0.529271056,0.998,0.002,17.755391327291726,1.4189385175704956,-0.0014373837831954007,0.06617618112650234,0.08842525946020033
2500,9603840,390,17773.38762331009,6772.070913553238,28.66718,0.50524446,0.988,0.012,18.00666134186834,1.4189385175704956,-0.0017620550308492966,1.4786051808740013,0.04909599382954184
2520,9680640,390,17912.349828720093,6824.586301803589,28.83895,0.55138014,0.994,0.006,18.260959901642053,1.4189385175704956,-0.0008257220993982628,0.07070012059703004,0.05815778881951701
2540,9757440,390,18055.67007112503,6878.863548278809,28.221043,0.518205392,0.988,0.012,18.037199818421154,1.4189385175704956,-0.0005160775690455921,1.344871954288101,0.044628135961102086
2560,9834240,390,18194.31185555458,6931.950228691101,28.638601,0.5567053399999999,0.992,0.008,18.136999574862422,1.4189385175704956,-0.0003051656880415976,0.05461889451835304,0.036108250275719914
2580,9911040,390,18340.623449087143,6985.602079629898,29.120836,0.488174078,0.998,0.002,18.656246904667466,1.4189385175704956,-0.001309483835939318,0.04113307410443667,0.07544687461777358
2600,9987840,390,18483.74156308174,7039.776361703873,29.005678,0.537446362,0.996,0.004,18.320221304148436,1.4189385175704956,-0.001736709813849302,0.3842278583237203,0.04252387662272668
2620,10064640,390,18621.63305258751,7093.77823972702,28.534552,0.458347736,0.99,0.01,18.060415456041692,1.4189385175704956,-0.0020606877529644406,0.06910526315041352,0.03836350033307099
2640,10141440,391,18762.71358036995,7147.52610874176,28.650116,0.6118808020000001,0.99,0.01,18.485854697331785,1.4189385175704956,-0.0017422581991922924,0.6274651084968355,0.04360615605837666
2660,10218240,391,18901.043923139572,7201.007767915726,28.57828,0.568582312,0.992,0.008,18.172227315753698,1.4189385175704956,-0.0009543910287902691,0.04810559610778,0.029291530604677974
2680,10295040,391,19040.27821969986,7255.353014230728,28.256933,0.5051666659999999,0.982,0.018,18.3325374056641,1.4189385175704956,-0.0017314840486506,0.5881442865123973,0.06293217229831498
2700,10371840,390,19191.65219426155,7310.549191474915,28.695906,0.491717,0.994,0.006,17.825119321495293,1.4189385175704956,-0.0010766452982352349,0.053609934000996874,0.041208349607040874
2720,10448640,390,19333.346392393112,7363.571344614029,29.155659,0.583624418,0.998,0.002,18.95310506657604,1.4189385175704956,-0.0022301918460470916,0.06104865525267087,0.043651551102811936
2740,10525440,391,19474.80067563057,7416.855813264847,28.491806,0.48019421,0.988,0.012,18.322349654711783,1.4189385175704956,-0.0015802786914719037,0.6751598095142981,0.02723061575597967
2760,10602240,390,19621.42418074608,7470.562438249588,28.438745,0.40880285200000005,0.988,0.012,17.992023118343205,1.4189385175704956,-0.0019934353069402276,1.1530899301869795,0.054857067199918674
2780,10679040,390,19767.350114822388,7525.253022193909,28.779037,0.5426318980000001,0.994,0.006,18.237979265637694,1.4189385175704956,-0.0016411694974522105,0.05251664036186412,0.07372260015690699
2800,10755840,390,19905.233109235764,7579.329079627991,28.594372,0.490175676,0.99,0.01,18.06750738762319,1.4189385175704956,-0.0007372411501819443,1.2828256564826006,0.06841993959969841
2820,10832640,391,20036.054480075836,7632.980114221573,28.382444,0.62392513,0.988,0.012,18.427341407441535,1.4189385175704956,-0.0016479086682011257,1.1205805610399693,0.0614030440163333
2840,10909440,391,20171.58084154129,7685.808725357056,28.536562,0.550203714,0.988,0.012,18.40088187122345,1.4189385175704956,-0.0003559969685738906,1.3541494095872622,0.057374381973932034
2860,10986240,391,20314.089223623276,7738.960258960724,28.538954,0.45761774000000005,0.992,0.008,18.134356139458717,1.4189385175704956,-0.0021065529916086236,1.1277696587203536,0.07025268554425565
2880,11063040,391,20451.394638299942,7793.828664779663,28.50564,0.509271438,0.986,0.014,18.257331480681895,1.4189385175704956,-0.001916673651430756,1.225180069488124,0.02956067428312963
2900,11139840,391,20590.268916368484,7847.827981710434,28.503506,0.5393600279999999,0.994,0.006,18.3938562472295,1.4189385175704956,-0.0015339852012402843,0.07412551754096057,0.09510245566489176
2920,11216640,391,20740.66219973564,7904.143401384354,28.231133,0.56415339,0.984,0.016,18.4022395690158,1.4189385175704956,-0.001646183827239156,0.18521402128099,0.04925807362014893
2940,11293440,391,20884.325330495834,7958.644410848618,28.871248,0.456115976,0.998,0.002,18.062363584965468,1.4189385175704956,-0.002179727313341573,0.06937097131740302,0.04381983954954194
2960,11370240,391,21036.463816404343,8013.316499948502,28.454777,0.569623762,0.988,0.012,18.292055385440587,1.4189385175704956,-0.0013509668278857134,2.7343386435182766,0.03991303844595677
