misc/nupdates,misc/total_timesteps,fps,eprewmean,epsuccessmean,epcollisionmean,eppathlengthmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
1500,5763840,867,25.289762,0.908,0.092,21.87707817567326,1.4189385175704956,0.004925936055951752,7.546259055123665
1520,5840640,867,25.67213,0.918,0.082,22.403308260059916,1.4189385175704956,0.004321744116896298,6.291677574208006
1540,5917440,867,25.09422,0.898,0.102,21.995747047202663,1.4189385175704956,0.0019802839884505373,4.312161560822278
1560,5994240,867,25.343325,0.906,0.092,21.88820985945873,1.4189385175704956,0.005024800223145576,5.028647318365984
1580,6071040,867,25.430094,0.91,0.09,22.336911052193493,1.4189385175704956,0.00495541773379955,8.381510894349777
1600,6147840,867,25.935272,0.922,0.078,22.69520278982632,1.4189385175704956,0.0018119045005732914,4.8269846817944195
1620,6224640,867,24.554504,0.892,0.106,22.220641297703608,1.4189385175704956,0.0029213077290478396,9.425446049240417
1640,6301440,867,26.222403,0.93,0.07,22.59420000246819,1.4189385175704956,0.0029433498730213614,5.405924876453355
1660,6378240,867,24.690193,0.892,0.108,22.585557078640907,1.4189385175704956,0.0028599731354916,6.485468670655973
1680,6455040,867,25.848864,0.918,0.082,23.148610397458075,1.4189385175704956,0.007476425434288103,5.824883845727891
1700,6531840,867,26.160183,0.932,0.068,22.491145546440965,1.4189385175704956,0.004617970926483394,2.1829191932454703
1720,6608640,867,25.564028,0.916,0.084,22.397527900774033,1.4189385175704956,-0.00011479202803457155,4.0838684982736595
1740,6685440,867,25.55909,0.916,0.084,21.610604884468017,1.4189385175704956,0.001787743251406937,5.765801772242412
1760,6762240,866,26.28153,0.934,0.066,22.93803687262349,1.4189385175704956,0.0017940838988579344,2.7576172518078237
1780,6839040,866,24.721043,0.89,0.108,23.1364957263479,1.4189385175704956,0.0025205340061802417,9.39243558482267
1800,6915840,866,25.35266,0.91,0.09,22.057865829333664,1.4189385175704956,0.000883574349063565,5.863788532931357
1820,6992640,866,26.442535,0.932,0.068,22.384430330019445,1.4189385175704956,0.0014391361430170946,3.6599134071264414
1840,7069440,866,25.849836,0.922,0.078,21.65511803156603,1.4189385175704956,0.0020355876586108934,4.459983717603609
1860,7146240,866,26.042015,0.924,0.076,22.179814209604636,1.4189385175704956,0.0015912323855445721,5.0433650020509955
1880,7223040,866,24.553453,0.898,0.102,21.622457401921974,1.4189385175704956,0.002470041011474677,3.9809883885784076
1900,7299840,866,24.768639,0.896,0.104,22.248449089452624,1.4189385175704956,0.00682598055791459,3.7649719505105166
1920,7376640,866,25.314762,0.91,0.09,22.112068330759183,1.4189385175704956,0.0031497135380050166,3.1472696832264773
1940,7453440,866,25.69036,0.91,0.09,22.99675935886055,1.4189385175704956,-7.415593136101961e-05,5.398317963141016
1960,7530240,866,26.115576,0.926,0.074,22.67875262222998,1.4189385175704956,0.0035201111364585812,2.9287599814357237
1980,7607040,866,25.752037,0.922,0.078,22.47690420829691,1.4189385175704956,0.001963119500214816,5.603289752197452
2000,7683840,866,25.50125,0.912,0.088,22.217344037609173,1.4189385175704956,0.0018094899722200352,6.852156761556398
2020,7760640,866,25.133373,0.904,0.096,21.902832355750725,1.4189385175704956,0.002371830222546123,4.95351229805965
2040,7837440,866,25.576038,0.922,0.078,22.944376429200172,1.4189385175704956,0.0027014302278985268,6.508427430526353
2060,7914240,866,25.42291,0.91,0.088,22.2104386261031,1.4189385175704956,0.001289718299813103,5.904758948320523
2080,7991040,866,25.156212,0.904,0.096,23.303773591022008,1.4189385175704956,0.004051313687523361,5.288862043735572
2100,8067840,866,25.954105,0.93,0.07,22.993589165338314,1.4189385175704956,0.001687562171719037,4.870701396465302
2120,8144640,866,25.968851,0.926,0.074,23.270363255410455,1.4189385175704956,0.001990836573531851,3.806855167890899
2140,8221440,866,26.283844,0.936,0.064,22.452579382926224,1.4189385175704956,0.0070353844112105435,1.7740922475233674
2160,8298240,866,25.526926,0.912,0.088,22.81130128050083,1.4189385175704956,0.002522606721322518,6.342788396519609
2180,8375040,866,25.435528,0.914,0.086,23.217273731742054,1.4189385175704956,0.0017982463235966862,4.532435750018339
2200,8451840,866,26.161655,0.922,0.078,23.787230585615617,1.4189385175704956,0.0024725718118133954,3.785548246453982
2220,8528640,866,26.564001,0.942,0.058,22.973306253029033,1.4189385175704956,0.0012503262609243394,1.2882792846066877
2240,8605440,866,26.023293,0.926,0.074,22.689951289641204,1.4189385175704956,0.002330239526781952,6.748876036133152
2260,8682240,866,26.34964,0.932,0.068,22.633957583079116,1.4189385175704956,0.0003795360680669546,2.778342123539187
2280,8759040,866,26.651976,0.944,0.056,22.753134628335015,1.4189385175704956,0.0011824673757928395,4.104466404020786
2300,8835840,866,26.072914,0.928,0.072,22.74008931256831,1.4189385175704956,0.000643486939225113,4.175812513241544
2320,8912640,866,26.109194,0.932,0.068,22.499015393830835,1.4189385175704956,0.0012309685087529942,3.210510502854595
2340,8989440,866,26.71812,0.946,0.054,22.899572504914367,1.4189385175704956,-0.001310992286016699,3.200114275072701
