misc/nupdates,misc/total_timesteps,fps,eprewmean,epsuccessmean,epcollisionmean,eppathlengthmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
20,80640,845,-10.522182,0.01,0.954,13.969285266980064,1.4189385175704956,-0.0003447758634138154,65.03938428163528
40,157440,876,-10.977877,0.006,0.988,13.171406251765323,1.4189385175704956,0.0008403815823839978,59.870002031326294
